Date,sp500,nasdaq,russell2000,intl_dev,em_equity,tlt,shy,tip,lqd,hyg,emb,gld,uso,dba,uup,vix,vix9d,vix3m,vix6m,vvix,skew,move,ovx,gvz,vxeem
2005-01-03,1202.0799560546875,2152.14990234375,640.4400024414062,28.951862335205078,14.562679290771484,44.5604248046875,54.41559600830078,55.212493896484375,47.701332092285156,,,43.02000045776367,,,,14.079999923706055,,,,,118.37999725341797,83.9000015258789,,,
2005-01-04,1188.050048828125,2107.860107421875,628.5399780273438,28.396848678588867,14.114311218261719,44.09346389770508,54.295284271240234,54.83148956298828,47.43360137939453,,,42.7400016784668,,,,13.979999542236328,,,,,116.02999877929688,83.30000305175781,,,
2005-01-05,1183.739990234375,2091.239990234375,617.47998046875,28.378646850585938,13.9415283203125,44.32945251464844,54.308631896972656,54.76883316040039,47.47184753417969,,,42.66999816894531,,,,14.09000015258789,,,,,114.72000122070312,93.19999694824219,,,
2005-01-06,1187.8900146484375,2090.0,619.8200073242188,28.378646850585938,13.932053565979004,44.359554290771484,54.33538055419922,54.85757064819336,47.505863189697266,,,42.150001525878906,,,,13.579999923706055,,,,,114.1500015258789,92.4000015258789,,,
2005-01-07,1186.18994140625,2088.610107421875,613.2100219726562,28.251266479492188,13.959025382995605,44.46000671386719,54.34206008911133,54.71662139892578,47.48462677001953,,,41.84000015258789,,,,13.489999771118164,,,,,114.94999694824219,92.37999725341797,,,
2005-01-10,1190.25,2097.0400390625,617.739990234375,28.378646850585938,13.97652530670166,44.530269622802734,54.308631896972656,54.75318908691406,47.40390396118164,,,41.95000076293945,,,,13.229999542236328,,,,,116.91999816894531,79.01000213623047,,,
2005-01-11,1182.989990234375,2079.6201171875,611.530029296875,28.324064254760742,13.950278282165527,44.79141616821289,54.32197189331055,54.80537033081055,47.514373779296875,,,42.209999084472656,,,,13.1899995803833,,,,,115.29000091552734,77.8499984741211,,,
2005-01-12,1187.699951171875,2092.530029296875,613.1900024414062,28.551528930664062,14.121603012084961,44.85166931152344,54.328765869140625,54.998512268066406,47.561119079589844,,,42.599998474121094,,,,12.5600004196167,,,,,110.88999938964844,76.94999694824219,,,
2005-01-13,1177.449951171875,2070.56005859375,610.1300048828125,28.305856704711914,14.063278198242188,45.283504486083984,54.39550018310547,55.139434814453125,47.68860626220703,,,42.599998474121094,,,,12.84000015258789,,,,,112.56999969482422,75.7699966430664,,,
2005-01-14,1184.52001953125,2087.909912109375,617.47998046875,28.442350387573242,14.314800262451172,45.27849197387695,54.36882781982422,55.144649505615234,47.74382400512695,,,42.31999969482422,,,,12.430000305175781,,,,,117.0199966430664,76.61000061035156,,,
2005-01-18,1195.97998046875,2106.0400390625,624.8699951171875,28.46417999267578,14.28928279876709,45.42913818359375,54.348724365234375,55.144649505615234,47.769378662109375,,,42.31999969482422,,,,12.470000267028809,,,,,117.55000305175781,76.52999877929688,,,
2005-01-19,1184.6300048828125,2073.590087890625,617.9099731445312,28.16938018798828,14.092439651489258,45.559688568115234,54.35540771484375,55.09243392944336,47.84159851074219,,,42.2599983215332,,,,13.180000305175781,,,,,115.4000015258789,75.95999908447266,,,
2005-01-20,1175.4100341796875,2045.8800048828125,612.3400268554688,27.981952667236328,13.91746997833252,45.65010070800781,54.40216827392578,55.118534088134766,47.7566032409668,,,42.25,,,,13.829999923706055,,,,,115.37000274658203,74.45999908447266,,,
2005-01-21,1167.8699951171875,2034.27001953125,611.0800170898438,28.092967987060547,14.107022285461426,45.700279235839844,54.45566940307617,55.19680404663086,47.86285400390625,,,42.7400016784668,,,,14.359999656677246,,,,,123.58000183105469,76.30000305175781,,,
2005-01-24,1163.75,2008.699951171875,604.530029296875,28.14208984375,14.085153579711914,45.8961067199707,54.42225646972656,55.29081726074219,47.94783020019531,,,42.77000045776367,,,,14.649999618530273,,,,,120.0999984741211,76.94999694824219,,,
2005-01-25,1168.4100341796875,2019.949951171875,606.5,28.15119171142578,14.212736129760742,45.46430969238281,54.40216827392578,54.935855865478516,47.786354064941406,,,42.2400016784668,,,,14.0600004196167,,,,,121.29000091552734,77.31999969482422,,,
2005-01-26,1174.0699462890625,2046.0899658203125,616.5700073242188,28.491472244262695,14.420507431030273,45.5496826171875,54.382171630859375,55.003726959228516,47.80333709716797,,,42.689998626708984,,,,13.4399995803833,,,,,121.27999877929688,78.19000244140625,,,
2005-01-27,1174.550048828125,2047.1500244140625,616.9000244140625,28.533327102661133,14.434365272521973,45.46430969238281,54.36882781982422,54.98802947998047,47.701332092285156,,,42.619998931884766,,,,13.239999771118164,,,,,125.01000213623047,80.20999908447266,,,
2005-01-28,1171.3599853515625,2035.8299560546875,613.0,28.46963882446289,14.447481155395508,45.9212532043457,54.39550018310547,55.2020378112793,47.977569580078125,,,42.689998626708984,,,,13.239999771118164,,,,,119.22000122070312,78.62000274658203,,,
2005-01-31,1181.27001953125,2062.409912109375,624.02001953125,28.606121063232422,14.63776683807373,46.051815032958984,54.38883590698242,55.23338317871094,47.977569580078125,,,42.220001220703125,,,,12.819999694824219,,,,,119.87000274658203,79.29000091552734,,,
2005-02-01,1189.4100341796875,2068.699951171875,628.1400146484375,28.78444480895996,14.763163566589355,45.97871780395508,54.402889251708984,55.14033508300781,47.9677619934082,,,42.099998474121094,,,,12.029999732971191,,,,,119.91999816894531,75.95999908447266,,,
2005-02-02,1193.18994140625,2075.06005859375,631.97998046875,28.824480056762695,14.809825897216797,46.08454895019531,54.38274383544922,55.046234130859375,47.925113677978516,,,42.15999984741211,,,,11.65999984741211,,,,,121.19999694824219,83.9000015258789,,,
2005-02-03,1189.8900146484375,2057.639892578125,629.3200073242188,28.66798973083496,14.794510841369629,46.05936050415039,54.34930419921875,54.9521598815918,47.984840393066406,,,41.68000030517578,,,,11.789999961853027,,,,,118.5199966430664,83.77999877929688,,,
2005-02-04,1203.030029296875,2086.659912109375,637.4400024414062,28.815387725830078,15.025617599487305,46.69947814941406,54.402889251708984,55.3076171875,48.13838195800781,,,41.470001220703125,,,,11.210000038146973,,,,,123.18000030517578,75.51000213623047,,,
2005-02-07,1201.719970703125,2082.030029296875,636.6199951171875,28.6334171295166,15.073006629943848,47.04729080200195,54.3895149230957,55.49053955078125,48.15547180175781,,,41.27000045776367,,,,11.729999542236328,,,,,119.47000122070312,72.23999786376953,,,
2005-02-08,1202.300048828125,2086.679931640625,638.719970703125,28.6334171295166,15.10216236114502,47.31442642211914,54.369388580322266,55.762420654296875,48.33035659790039,,,41.2599983215332,,,,11.600000381469727,,,,,120.75,72.83999633789062,,,
2005-02-09,1191.989990234375,2052.550048828125,625.7100219726562,28.560623168945312,15.053319931030273,47.44043731689453,54.4698486328125,56.065608978271484,48.500953674316406,,,41.310001373291016,,,,12.0,,,,,118.58999633789062,77.0999984741211,,,
2005-02-10,1197.010009765625,2053.10009765625,626.8099975585938,28.857240676879883,15.126224517822266,46.80033874511719,54.42964172363281,55.74150085449219,48.33035659790039,,,41.75,,,,11.510000228881836,,,,,119.70999908447266,80.4000015258789,,,
2005-02-11,1205.300048828125,2076.659912109375,634.760009765625,29.05740737915039,15.273497581481934,46.77006530761719,54.402889251708984,55.767662048339844,48.1895637512207,,,42.08000183105469,,,,11.430000305175781,,,,,123.7300033569336,81.94999694824219,,,
2005-02-14,1206.1400146484375,2082.909912109375,635.02001953125,29.28305435180664,15.38284969329834,46.916229248046875,54.3760986328125,55.976749420166016,48.2706184387207,,,42.54999923706055,,,,11.520000457763672,,,,,118.9000015258789,84.66000366210938,,,
2005-02-15,1210.1199951171875,2089.2099609375,634.9400024414062,29.47959327697754,15.419305801391602,46.67934036254883,54.38274383544922,55.68401336669922,48.19810104370117,,,42.58000183105469,,,,11.270000457763672,,,,,121.30000305175781,84.12000274658203,,,
2005-02-16,1210.3399658203125,2087.429931640625,638.8499755859375,29.219364166259766,15.371919631958008,46.502925872802734,54.35602951049805,55.53763198852539,47.9677619934082,,,42.52000045776367,,,,11.100000381469727,,,,,122.0999984741211,84.0999984741211,,,
2005-02-17,1200.75,2061.340087890625,631.1400146484375,29.27942657470703,15.346396446228027,46.21059036254883,54.38274383544922,55.469688415527344,47.861122131347656,,,42.72999954223633,,,,11.770000457763672,,,,,123.75,74.23999786376953,,,
2005-02-18,1201.5899658203125,2058.6201171875,630.1300048828125,29.425003051757812,15.535221099853516,45.79725646972656,54.30919647216797,55.41215133666992,47.78007507324219,,,42.75,,,,11.180000305175781,,,,,127.87000274658203,78.45999908447266,,,
2005-02-22,1184.1600341796875,2030.3199462890625,617.9299926757812,29.355852127075195,15.478361129760742,45.595664978027344,54.32923126220703,55.25533676147461,47.7374382019043,,,43.56999969482422,,,,13.140000343322754,,,,,124.5,83.98999786376953,,,
